ID,address,price,info,city,state,,
486,"7180 E Kierland Blvd #915, Scottsdale,
													AZ","1,209,000","
2 bds
2 ba
1,698 sqft
",Scottsdale,AZ,,
487,"1623 18th St, San Francisco, CA 94107","1,200,000","2 bds2 ba1,102 sqft",San Francisco,CA,,
488,"125 NW 117th St, Seattle, WA 98177
												","1,200,000","
3 bds
3 ba
2,820 sqft
",Seattle,WA,,
489,"1710 Alki Ave SW, Seattle, WA 98116
												","1,200,000","
3 bds
3 ba
1,860 sqft
",Seattle,WA,,
490,"19882 Portal Plz, Cupertino, CA 95014
												","1,200,000","
2 bds
3 ba
1,166 sqft
",Cupertino,CA,,
491,"765 San Antonio Rd APT 70, Palo Alto, CA
													94303","1,200,000","
2 bds
2 ba
1,030 sqft
",Palo Alto,CA,,
492,"2514 Voorhies Ave, Brooklyn, NY 11235
												","1,200,000","
3 bds
3 ba
2,160 sqft
",Brooklyn,NY,,
493,"2716 Donovan Ave, Santa Clara, CA 95051
												","1,199,888","
4 bds
2 ba
1,330 sqft
",Santa Clara,CA,,
494,"10200 Danube Dr, Cupertino, CA 95014
												","1,199,888","
2 bds
2 ba
1,154 sqft
",Cupertino,CA,,
495,"681 Marshall Ct, Santa Clara, CA 95051
												","1,199,000","
3 bds
1 ba
1,124 sqft
",Santa Clara,CA,,
496,"Plan 1A Plan, Catalina","1,199,000","
3 bds
3 ba
1,634 sqft
",Santa Clara,CA,,
497,"1468 Elin Pointe Dr, El Segundo, CA
													90245","1,199,000","
3 bds
3 ba
1,973 sqft
",El-Segundo,CA,,
498,"228 Commons Ln, Foster City, CA 94404
												","1,199,000","
2 bds
2 ba
1,410 sqft
",Foster City,CA,,
499,"717 N Priscilla Ln, Burbank, CA 91505
												","1,199,000","
4 bds
2 ba
1,854 sqft
",Burbank,CA,,
500,"21098 White Fir Ct, Cupertino, CA 95014
												","1,198,888","
3 bds
2 ba
1,003 sqft
",Cupertino,CA,,
501,"540 Shorebird Cir UNIT 21201, Redwood
													City, CA 94065","1,198,000","
3 bds
2 ba
1,501 sqft
",Redwood City,CA,,
502,"1514 Hudson St, Redwood City, CA 94061
												","1,198,000","
2 bds
1 ba
1,050 sqft
",Redwood City,CA,,
503,"461 Burgess Dr APT 3, Menlo Park, CA
													94025","1,198,000","
2 bds
2 ba
1,145 sqft
",Menlo Park,CA,,
504,"3065 Monterey Blvd, Oakland, CA 94602
												","1,196,000","
5 bds
4 ba
3,416 sqft
",Oakland,CA,,
505,"31 East Ct, San Mateo, CA 94404
												","1,196,000","
2 bds
3 ba
1,530 sqft
",Foster City,CA,,
506,"614 Hamilton St, San Francisco, CA 94134","1,195,000","3 bds2 ba1,036 sqft",San Francisco,CA,,
507,"3409 33rd Ave SW, Seattle, WA 98126
												","1,195,000","
3 bds
3 ba
2,810 sqft
",Seattle,WA,,
508,"4500 Byron Cir, Irving, TX","1,195,000","
4 bds
5 ba
5,721 sqft
",Irving,TX,,
509,"4509 E Colorado St, Long Beach, CA 90814
												","1,195,000","
3 bds
3 ba
1,915 sqft
",Long Beach,CA,,
510,"511 Market Pl, Menlo Park, CA 94025
												","1,195,000","
4 bds
2 ba
1,280 sqft
",Menlo Park,CA,,
511,"1274 Hancock St, Brooklyn, NY 11221
												","1,195,000","
6 bds
4 ba
3,180 sqft
",Brooklyn,NY,,
512,"509 E Hayward Ave, Phoenix, AZ","1,190,000","
5 bds
3.5 ba
4,048 sqft
",Phoenix,AZ,,
513,"713 Clinton St #A, Redwood City, CA
													94061","1,190,000","
4 bds
3 ba
1,433 sqft
",Redwood City,CA,,
514,"10918 Northshore Sq, Cupertino, CA 95014
												","1,188,000","
2 bds
2 ba
1,060 sqft
",Cupertino,CA,,
515,"1131 Compass Ln APT 212, Foster City, CA
													94404","1,188,000","
3 bds
2 ba
1,593 sqft
",Foster City,CA,,
516,"2081 Vista Del Mar, San Mateo, CA 94404
												","1,188,000","
2 bds
2 ba
1,374 sqft
",San Mateo,CA,,
517,"400 Mariners Island Blvd UNIT 220, San
													Mateo, CA 94404","1,188,000","
3 bds
2 ba
1,262 sqft
",San Mateo,CA,,
518,"718 Thayer Ln #408-B06, San Mateo, CA
												","1,187,880","
2 bds
2 ba
1,320 sqft
",Foster City,CA,,
519,"7 Oaks Hunt Rd, Great Neck, NY 11020
												","1,180,000","
3 bds
3 ba
1,899 sqft
",Lake Success,NY,,
520,"1037 18th St APT 7, Santa Monica, CA
													90403","1,179,000","
2 bds
2 ba
1,219 sqft
",Santa Monica,CA,,
521,"972 Asilomar Ter APT 5, Sunnyvale, CA
													94086","1,178,000","
2 bds
3 ba
1,553 sqft
",Sunnyvale,CA,,
522,"264 E Broadway APT C1206, New York, NY 10002","1,170,000","2 bds1 ba1,100 sqft",New York,NY,,
523,"10745 N De Anza Blvd UNIT 217,
													Cupertino, CA 95014","1,160,000","
2 bds
2 ba
1,272 sqft
",Cupertino,CA,,
524,"214 N 11th St APT 1P, Brooklyn, NY 11211","1,150,000","2 bds2 ba1,258 sqft",New York,NY,,
525,"3024 Manuel St, San Jose, CA 95136
												","1,150,000","
5 bds
4 ba
2,178 sqft
",San Jose,CA,,
526,"311 NW 48th St, Seattle, WA 98107
												","1,150,000","
4 bds
2 ba
1,800 sqft
",Seattle,WA,,
527,"22330 Homestead Rd APT 125, Cupertino,
													CA 95014","1,150,000","
2 bds
2 ba
1,249 sqft
",Cupertino,CA,,
528,"368 Newport Ave, Long Beach, CA 90814
												","1,150,000","
4 bds
3 ba
1,939 sqft
",Long Beach,CA,,
529,"363 N Rengstorff Ave APT 8, Mountain
													View, CA 94043","1,150,000","
2 bds
3 ba
1,234 sqft
",Mountain View,CA,,
530,"2450 W Bayshore Rd APT 9, Palo Alto, CA
													94303","1,150,000","
3 bds
2 ba
1,134 sqft
",Palo Alto,CA,,
531,"214 N 11th St APT 1P, Brooklyn, NY 11211
												","1,150,000","
2 bds
2 ba
1,258 sqft
",Brooklyn,NY,,
532,"34 Old Farm Rd, Great Neck, NY 11020
												","1,150,000","
3 bds
3 ba
1,697 sqft
",Lake Success,NY,,
533,"5716 Sunnyslope Ave, Van Nuys, CA 91401","1,149,900","5 bds3 ba2,177 sqft",Los Angeles,CA,,
534,"1895 Pacific Ave APT 406, San Francisco, CA 94109","1,149,000","1 bd1 ba1,165 sqft",San Francisco,CA,,
535,"2677 Centinela Ave UNIT 402, Santa
													Monica, CA 90405","1,149,000","
3 bds
3 ba
1,777 sqft
",Santa Monica,CA,,
536,"1734 W El Camino Real APT 5, Mountain
													View, CA 94040","1,149,000","
2 bds
2 ba
1,176 sqft
",Mountain View,CA,,
537,"Amethyst Plan, Apex at Lawrence Station
												","1,146,795","
2 bds
3 ba
1,537 sqft
",Santa Clara,CA,,
538,"20 Newport Pkwy UNIT 91-910, Jersey
													City, NJ 07310","1,140,000","
2 bds
2 ba
-- sqft
",Jersey City,NJ,,
539,"141 E Court Ln, Foster City, CA 94404
												","1,138,000","
2 bds
2 ba
1,230 sqft
",Foster City,CA,,
540,"612 S Humboldt St, San Mateo, CA 94402
												","1,138,000","
2 bds
1 ba
1,150 sqft
",San Mateo,CA,,
541,"2820 Carleton St UNIT 28, San Diego, CA
													92106","1,135,000","
3 bds
4 ba
1,812 sqft
",San Diego,CA,,
542,"2628 E Cedar Ave, Denver, CO 80209
												","1,135,000","
8,877 sqft lot
",Denver,CO,,
543,"Residence D- Claremont Plan, Foster
													Square","1,127,880","
2 bds
2 ba
1,320 sqft
",Foster City,CA,,
544,"243 E 77th St APT 5A, New York, NY 10075","1,125,000",2 bds2 ba800 sqft,New York,NY,,
545,"7303 Casa Loma Ave, Dallas, TX 75214
												","1,125,000","
4 bds
5 ba
4,500 sqft
",Dallas,TX,,
546,"8415 230th Way NE, Redmond, WA 98053
												","1,125,000","
5 bds
2.5 ba
3,280 sqft
",Redmond,WA,,
547,"Emerald Plan, Apex at Lawrence Station
												","1,121,795","
2 bds
3 ba
1,347 sqft
",Santa Clara,CA,,
548,"527 Shoal Cir, Redwood City, CA 94065
												","1,115,000","
1 bd
2 ba
1,323 sqft
",Redwood City,CA,,
549,"2720 Gillmore St, East Elmhurst, NY 11369","1,100,000","4 bds4 ba1,782 sqft",New York,NY,,
550,"1479 Revere Ave #1481, San Francisco, CA 94124","1,100,000",Studio-- ba-- sqft,San Francisco,CA,,
551,"538 Madison St, Denver, CO 80206
												","1,100,000","
3 bds
4 ba
3,441 sqft
",Denver,CO,,
552,"49 S 9th St, San Jose, CA 95112
												","1,100,000","
5 bds
4 ba
1,880 sqft
",San Jose,CA,,
553,"3817 E Devonshire Ave, Phoenix, AZ 85018
												","1,100,000","
4 bds
4 ba
3,002 sqft
",Phoenix,AZ,,
554,"6811 50th Ave NE, Seattle, WA 98115
												","1,100,000","
3 bds
3 ba
2,260 sqft
",Seattle,WA,,
555,"301 Valley St, Seattle, WA 98109
												","1,100,000","
2 bds
3 ba
1,340 sqft
",Seattle,WA,,
556,"409 S Lamer St, Burbank, CA 91506
												","1,100,000","
2 bds
2 ba
1,472 sqft
",Burbank,CA,,
557,"2074 S Delaware St, San Mateo, CA 94403
												","1,100,000","
2 bds
2 ba
1,320 sqft
",San Mateo,CA,,
558,"2705 Harway Ave, Brooklyn, NY 11214
												","1,100,000","
Studio
-- ba
3,866 sqft
",Brooklyn,NY,,
559,"917 N Clybourn Ave, Burbank, CA 91505
												","1,099,990","
4 bds
2 ba
2,086 sqft
",Burbank,CA,,
560,"3092 Cedar St, San Diego, CA 92102
												","1,099,000","
3 bds
3 ba
1,432 sqft
",San Diego,CA,,
561,"2306 Park Ave, Santa Clara, CA 95050
												","1,099,000","
3 bds
3 ba
1,622 sqft
",Santa Clara,CA,,
562,"10341 Mary Ave, Cupertino, CA 95014
												","1,098,000","
2 bds
3 ba
1,216 sqft
",Cupertino,CA,,
563,"938 Lido Ln, Foster City, CA 94404
												","1,098,000","
2 bds
2 ba
1,270 sqft
",Foster City,CA,,
564,"550 Ortega Ave APT B419, Mountain View,
													CA 94040","1,098,000","
2 bds
2 ba
1,071 sqft
",Mountain View,CA,,
565,"16033 Vose St, Van Nuys, CA 91406","1,095,000","4 bds2 ba2,858 sqft",Los Angeles,CA,,
566,"2845 35th Ave W, Seattle, WA 98199
												","1,095,000","
3 bds
2 ba
1,640 sqft
",Seattle,WA,,
567,"1700 E Mariposa Ave #4, El Segundo, CA
													90245","1,095,000","
3 bds
3 ba
1,700 sqft
",El-Segundo,CA,,
568,"471B Jean St, Oakland, CA","1,095,000","
3 bds
4 ba
1,484 sqft
",Oakland,CA,,
569,"631 True Wind Way UNIT 202, Redwood
													City, CA 94063","1,095,000","
2 bds
3 ba
1,391 sqft
",Redwood City,CA,,
570,"912 Underhills Rd, Oakland, CA 94610
												","1,089,000","
3 bds
2 ba
1,767 sqft
",Oakland,CA,,
571,"4047 Harding Way, Oakland, CA 94602
												","1,089,000","
3 bds
3 ba
2,224 sqft
",Oakland,CA,,
572,"636 Bair Island Rd UNIT 302, Redwood
													City, CA 94063","1,088,000","
2 bds
3 ba
1,307 sqft
",Redwood City,CA,,
573,"22 Jeffrey Ln, Great Neck, NY 11020
												","1,082,923","
5 bds
3 ba
1,976 sqft
",Lake Success,NY,,
574,"1037 E Carver Rd, Tempe, AZ 85284
												","1,075,000","
5 bds
5 ba
3,998 sqft
",Tempe,AZ,,
575,"49 Showers Dr APT J221, Mountain View,
													CA 94040","1,075,000","
2 bds
2 ba
1,206 sqft
",Mountain View,CA,,
576,"9461-9467 166th Ave NE, Redmond, WA
													98052","1,069,000","
4 bds
4 ba
1,920 sqft
",Redmond,WA,,
577,"4620 Elm St, Downers Grove, IL 60515
												","1,068,000","
5 bds
4 ba
1,081 sqft
",Downers Grove,IL,,
578,"7256 S Chapparal Cir E, Centennial, CO
													80016","1,065,000","
5 bds
5 ba
5,228 sqft
",Centennial,CO,,
579,"1145 Market St, Santa Clara, CA 95050
												","1,050,000","
3 bds
2 ba
1,088 sqft
",Santa Clara,CA,,
580,"1301 San Domar Dr APT A, Mountain View,
													CA 94043","1,050,000","
3 bds
2 ba
1,181 sqft
",Mountain View,CA,,
581,"641 Turnbuckle Dr UNIT 1707, Redwood
													City, CA 94063","1,050,000","
2 bds
2 ba
1,227 sqft
",Redwood City,CA,,
582,"4408 Stonewall Ave, Downers Grove, IL
													60515","1,050,000","
5 bds
4 ba
3,468 sqft
",Downers Grove,IL,,
583,"2206 N 6th St, Burbank, CA 91504
												","1,049,940","
3 bds
2 ba
1,763 sqft
",Burbank,CA,,
584,"151A Gates Ave #A, Brooklyn, NY 11238
												","1,049,500","
2 bds
2 ba
1,071 sqft
",Brooklyn,NY,,
585,"122 Charles St, Jersey City, NJ 07307
												","1,049,000","
6 bds
3 ba
-- sqft
",Jersey City,NJ,,
586,"10745 N De Anza Blvd UNIT 105,
													Cupertino, CA 95014","1,049,000","
1 bd
2 ba
1,194 sqft
",Cupertino,CA,,
587,"1430 Barrows Rd, Oakland, CA 94610
												","1,049,000","
3 bds
2 ba
1,708 sqft
",Oakland,CA,,
588,"1351 Carlton Ave, Menlo Park, CA 94025
												","1,049,000","
2 bds
2 ba
820 sqft
",Menlo Park,CA,,
589,"3487 Calvin Ave, San Jose, CA 95124
												","1,048,000","
3 bds
2 ba
1,127 sqft
",San Jose,CA,,
590,"675 Sharon Park Dr APT 323, Menlo Park,
													CA 94025","1,048,000","
2 bds
2 ba
986 sqft
",Menlo Park,CA,,
591,"2095 Scott Blvd APT 3, Santa Clara, CA
													95050","1,040,000","
3 bds
3 ba
1,480 sqft
",Santa Clara,CA,,
592,"1951 Ofarrell St APT 314, San Mateo, CA
													94403","1,038,000","
2 bds
2 ba
1,072 sqft
",San Mateo,CA,,
593,"11089 Golf Links Rd, Oakland, CA 94605
												","1,025,000","
4 bds
2 ba
1,844 sqft
",Oakland,CA,,
594,"1101 S B St, San Mateo, CA 94401
												","1,025,000","
2 bds
1 ba
1,050 sqft
",San Mateo,CA,,
595,"7180 E Kierland Blvd #607, Scottsdale,
													AZ","1,009,000","
3 bds
2 ba
1,758 sqft
",Scottsdale,AZ,,
596,"Plan C1 Plan, 188 West St James
												","1,005,000","
2 bds
2 ba
1,135 sqft
",San Jose,CA,,
597,"17251 NE 36th St, Redmond, WA 98052
												","1,000,000","
4 bds
3 ba
2,350 sqft
",Redmond,WA,,
598,"3705 Terstena Pl APT 107, Santa Clara,
													CA 95051","999,999","
3 bds
2 ba
1,752 sqft
",Santa Clara,CA,,
599,"20728 Celeste Cir, Cupertino, CA 95014
												","999,999","
2 bds
2 ba
1,199 sqft
",Cupertino,CA,,
600,"3930 Midvale Ave N, Seattle, WA 98103
												","999,975","
5 bds
4 ba
2,970 sqft
",Seattle,WA,,
601,"2 Treehouse Ln, Wilmington, DE","999,900","
5 bds
4 ba
2,403 sqft
",Wilmington,DE,,
602,"1 Daniel Burnham Ct APT 724, San Francisco, CA 94109","999,000","2 bds2 ba1,131 sqft",San Francisco,CA,,
603,"1214 Spencer Ave, San Jose, CA 95125
												","999,000","
2 bds
1 ba
1,263 sqft
",San Jose,CA,,
604,"6303 Phinney Ave N, Seattle, WA
												","999,000","
3 bds
3 ba
1,852 sqft
",Seattle,WA,,
605,"10745 N De Anza Blvd UNIT 103,
													Cupertino, CA 95014","999,000","
1 bd
2 ba
1,209 sqft
",Cupertino,CA,,
606,"549 S Beachwood Dr, Burbank, CA 91506
												","999,000","
3 bds
2 ba
1,965 sqft
",Burbank,CA,,
607,"2736 Hosmer St, San Mateo, CA 94403
												","999,000","
3 bds
2 ba
1,100 sqft
",San Mateo,CA,,
608,"170 Terminal Ave, Menlo Park, CA 94025
												","999,000","
3 bds
1 ba
910 sqft
",Menlo Park,CA,,
609,"8414 E Sorrel Trl, Scottsdale, AZ 85255
												","999,000","
4 bds
4 ba
3,877 sqft
",Scottsdale,AZ,,
610,"1051 Beach Park Blvd APT 312, San Mateo,
													CA 94404","998,800","
2 bds
2 ba
1,349 sqft
",Foster City,CA,,
611,"347 W 44th St #2R, New York, NY 10036","998,000",2 bds2 ba-- sqft,New York,NY,,
612,"12441 Shropshire Ln, San Diego, CA 92128
												","998,000","
5 bds
3 ba
2,901 sqft
",San Diego,CA,,
613,"536 Lanfair Cir, San Jose, CA 95136
												","998,000","
4 bds
3 ba
1,651 sqft
",San Jose,CA,,
614,"150 Alma St APT 210, Menlo Park, CA
													94025","998,000","
2 bds
2 ba
1,199 sqft
",Menlo Park,CA,,
615,"10803 159th Ct N, Redmond, WA 98052
												","998,000","
4 bds
3 ba
2,900 sqft
",Redmond,WA,,
616,"10803 159th Ct NE, Redmond, WA 98052
												","998,000","
4 bds
3 ba
2,900 sqft
",Redmond,WA,,
617,"10848 E Bahia Dr, Scottsdale, AZ 85255
												","997,000","
5 bds
3 ba
3,896 sqft
",Scottsdale,AZ,,
618,"120 W 58th St APT 6D, New York, NY 10019","995,000",2 bds2 ba906 sqft,New York,NY,,
619,"4328 Goodfellow Dr, Dallas, TX 75229
												","995,000","
4 bds
5 ba
3,615 sqft
",Dallas,TX,,
620,"5001 3rd Ave NW, Seattle, WA 98107
												","995,000","
4 bds
2 ba
3,140 sqft
",Seattle,WA,,
621,"1611 Van Buren St, San Mateo, CA 94403
												","995,000","
3 bds
2 ba
1,110 sqft
",San Mateo,CA,,
622,"713 Clinton St #C, Redwood City, CA
													94061","995,000","
2 bds
2 ba
686 sqft
",Redwood City,CA,,
623,"1239 Henderson Ave APT S, Sunnyvale, CA
													94086","990,000","
2 bds
2 ba
1,238 sqft
",Sunnyvale,CA,,
624,"10536 Eastridge Ln NE, Redmond, WA 98053
												","990,000","
3 bds
2.75 ba
2,510 sqft
",Redmond,WA,,
625,"Residence 1758 Plan, Waypointe","989,990","
3 bds
4 ba
1,758 sqft
",El-Segundo,CA,,
626,"512 E Imperial Ave, El Segundo, CA
												","989,990","
3 bds
4 ba
1,758 sqft
",El-Segundo,CA,,
627,"310 N Parish Pl, Burbank, CA 91506
												","989,989","
4 bds
3 ba
1,502 sqft
",Burbank,CA,,
628,"441 Raymond Ave APT 3, Santa Monica, CA
													90405","989,000","
2 bds
2 ba
1,003 sqft
",Santa Monica,CA,,
629,"1700 De Anza Blvd APT 303C, San Mateo,
													CA 94403","989,000","
2 bds
2 ba
1,060 sqft
",San Mateo,CA,,
630,"2331 S Cloverdale Ave, Los Angeles, CA 90016","985,000","3 bds3 ba1,867 sqft",Los Angeles,CA,,
631,"632 N Corona St, Denver, CO 80218
												","985,000","
4 bds
3 ba
3,359 sqft
",Denver,CO,,
632,"6660 Colton Blvd, Oakland, CA 94611
												","985,000","
3 bds
2 ba
1,928 sqft
",Oakland,CA,,
633,"71 Sanchez St APT C, San Francisco, CA 94114","980,000",1 bd1 ba768 sqft,San Francisco,CA,,
634,"1148 Pointe Hope Lndg, San Jose, CA
													95131","980,000","
3 bds
3 ba
1,407 sqft
",San Jose,CA,,
635,"3231 40th Ave SW, Seattle, WA 98116
												","980,000","
5 bds
1.75 ba
2,830 sqft
",Seattle,WA,,
636,"4436 45th Ave SW, Seattle, WA 98116
												","979,500","
3 bds
2 ba
2,320 sqft
",Seattle,WA,,
637,"1920 4th Ave UNIT 308, Seattle, WA 98101
												","975,000","
2 bds
2 ba
1,607 sqft
",Seattle,WA,,
638,"7092 S Newport St, Centennial, CO 80112
												","970,000","
4 bds
4 ba
3,585 sqft
",Centennial,CO,,
639,"3972 E Expedition Way, Phoenix, AZ 85050
												","969,000","
4 bds
4.5 ba
4,448 sqft
",Phoenix,AZ,,
640,"1424 Wellington St, Oakland, CA 94602
												","969,000","
3 bds
2 ba
1,444 sqft
",Oakland,CA,,
641,"1925 22nd St UNIT 3, Santa Monica, CA
													90404","965,000","
2 bds
3 ba
1,331 sqft
",Santa Monica,CA,,
642,"1333 Yale St APT 3, Santa Monica, CA
													90404","965,000","
2 bds
2 ba
1,319 sqft
",Santa Monica,CA,,
643,"1246 Naglee Ave, San Jose, CA 95126
												","959,000","
1 bd
1 ba
759 sqft
",San Jose,CA,,
644,"310 S Keystone St, Burbank, CA 91506
												","958,000","
3 bds
2 ba
1,755 sqft
",Burbank,CA,,
645,"7180 E Kierland Blvd #717, Scottsdale,
													AZ","955,000","
2 bds
2 ba
1,366 sqft
",Scottsdale,AZ,,
646,"15707 NE 66th Pl, Redmond, WA 98052
												","949,950","
3 bds
3 ba
2,060 sqft
",Redmond,WA,,
647,"1920 S Shelby Ct, Chicago, IL 60608","949,900","4 bds4 ba3,000 sqft",Chicago,IL,,
648,"431 Hurlingame Ave, Redwood City, CA
													94063","949,888","
2 bds
2 ba
779 sqft
",Redwood City,CA,,
649,"5932 Parsons Blvd, Flushing, NY 11365","949,000","3 bds2 ba1,296 sqft",New York,NY,,
650,"333 1st St UNIT 1602, San Francisco, CA 94105","949,000",1 bd1 ba713 sqft,San Francisco,CA,,
651,"33 Midway St APT 302, San Francisco, CA 94133","949,000",2 bds1.5 ba854 sqft,San Francisco,CA,,
652,"1214 N California St, Burbank, CA 91505
												","949,000","
3 bds
1 ba
1,245 sqft
",Burbank,CA,,
653,"2207 Admiralty Ln, Foster City, CA 94404
												","948,888","
3 bds
3 ba
1,505 sqft
",Foster City,CA,,
654,"19606 Vintage St, Northridge, CA 91324","945,000","4 bds3 ba2,453 sqft",Los Angeles,CA,,
655,"131 S Garfield St, Denver, CO 80209
												","945,000","
4 bds
4 ba
2,823 sqft
",Denver,CO,,
656,"Mannington Plan, Astarea at Sky Crossing
												","935,990","
4 bds
4 ba
4,352 sqft
",Phoenix,AZ,,
657,"1215 Admiralty Ln, Foster City, CA 94404
												","935,000","
3 bds
3 ba
1,505 sqft
",Foster City,CA,,
658,"7180 E Kierland Blvd #1219, Scottsdale,
													AZ","935,000","
2 bds
2 ba
1,329 sqft
",Scottsdale,AZ,,
659,"1219 Avenue P, Brooklyn, NY 11229
												","935,000","
3 bds
3 ba
2,127 sqft
",Brooklyn,NY,,
660,"1735 S Hobart Blvd, Los Angeles, CA 90006","929,000","4 bds2 ba1,822 sqft",Los Angeles,CA,,
661,"6290 Mayo Dr, San Jose, CA 95123
												","925,000","
3 bds
2 ba
1,203 sqft
",San Jose,CA,,
662,"15835 NE 107th Way, Redmond, WA 98052
												","920,000","
4 bds
3 ba
1,940 sqft
",Redmond,WA,,
663,"224 W Imperial Ave, El Segundo, CA 90245
												","915,000","
3 bds
3 ba
1,500 sqft
",El-Segundo,CA,,
664,"1739 Camino De Villas, Burbank, CA 91501
												","909,000","
2 bds
3 ba
1,416 sqft
",Burbank,CA,,
665,"Dignitary Plan, Astarea at Sky Crossing
												","908,990","
4 bds
4 ba
3,897 sqft
",Phoenix,AZ,,
666,"4140 George Ave APT 8, San Mateo, CA
													94403","908,888","
2 bds
2 ba
1,128 sqft
",San Mateo,CA,,
667,"Ruby Plan, Apex at Lawrence Station
												","906,795","
1 bd
1 ba
936 sqft
",Santa Clara,CA,,
668,"8230 140th Ave NE, Redmond, WA 98052
												","900,000","
3 bds
3 ba
1,640 sqft
",Redmond,WA,,
669,"241 Llano De Los Robles Ave #8, San
													Jose, CA 95136","899,581","
3 bds
2 ba
1,256 sqft
",San Jose,CA,,
670,"434 East Ave, Bronx, NY 10462","899,000","3 bds3 ba2,000 sqft",New York,NY,,
671,"143 East Ave, Bronx, NY 10462","899,000","3 bds3 ba2,000 sqft",New York,NY,,
672,"85 Cleary Ct APT 4, San Francisco, CA 94109","899,000","3 bds2 ba1,395 sqft",San Francisco,CA,,
673,"2604 W 48th St, Austin, TX 78731","899,000","4 bds2 ba2,713 sqft",Austin,TX,,
674,"10685 Frank Daniels Way, San Diego, CA
													92131","899,000","
4 bds
3 ba
1,744 sqft
",San Diego,CA,,
675,"20488 Stevens Creek Blvd APT 1708,
													Cupertino, CA 95014","899,000","
1 bd
1 ba
850 sqft
",Cupertino,CA,,
676,"3527 Woodruff Ave, Oakland, CA 94602
												","899,000","
4 bds
3 ba
2,156 sqft
",Oakland,CA,,
677,"830 N Reese Pl, Burbank, CA 91506
												","899,000","
4 bds
3 ba
2,031 sqft
",Burbank,CA,,
678,"757 Portwalk Pl, Redwood City, CA 94065
												","899,000","
2 bds
2 ba
850 sqft
",Redwood City,CA,,
679,"33 Lochleven, Richardson, TX 75082
												","899,000","
4 bds
4.1 ba
5,072 sqft
",Richardson,TX,,
680,"Wilson St, Downers Grove, IL 60515
												","899,000","
5 bds
4 ba
4,166 sqft
",Downers Grove,IL,,
681,"765 N Fair Oaks Ave APT 4, Sunnyvale, CA
													94085","898,888","
3 bds
2 ba
1,134 sqft
",Sunnyvale,CA,,
682,"2460 W Bayshore Rd APT 3, Palo Alto, CA
													94303","898,000","
2 bds
1 ba
906 sqft
",Palo Alto,CA,,
683,"1866 Montgomery Pl, Jacksonville, FL
													32205","895,000","
5 bds
4 ba
3,165 sqft
",Jacksonville,FL,,
684,"1195 S 9th St, San Jose, CA 95112
												","889,000","
3 bds
2 ba
810 sqft
",San Jose,CA,,
685,"2881 Meridian Ave UNIT 222, San Jose, CA
													95124","888,000","
2 bds
2 ba
1,447 sqft
",San Jose,CA,,
686,"20488 Stevens Creek Blvd APT 1206,
													Cupertino, CA 95014","887,000","
1 bd
1 ba
850 sqft
",Cupertino,CA,,
687,"580 E Imperial Ave, El Segundo, CA
												","885,990","
2 bds
3 ba
1,243 sqft
",El-Segundo,CA,,
688,"1231 Euclid St APT 3, Santa Monica, CA
													90404","880,000","
2 bds
2 ba
894 sqft
",Santa Monica,CA,,
689,"12303 Mossycup Dr, Houston, TX 77024","879,000","4 bds4 ba2,882 sqft",Houston,TX,,
690,"5 Windsor Gate Dr, New Hyde Park, NY
													11040","878,000","
3 bds
3 ba
2,300 sqft
",Lake Success,NY,,
691,"505 Remington Way, San Jose, CA
												","877,591","
3 bds
3 ba
1,372 sqft
",San Jose,CA,,
692,"Courtside Plan, Astarea at Sky Crossing
												","876,990","
3 bds
4 ba
3,558 sqft
",Phoenix,AZ,,
693,"Residence 1243 Plan, Waypointe","875,990","
2 bds
3 ba
1,243 sqft
",El-Segundo,CA,,
694,"530 E Imperial Ave, El Segundo, CA
												","875,990","
2 bds
3 ba
1,243 sqft
",El-Segundo,CA,,
695,"2308 Catharine St, Philadelphia, PA
													19146","875,000","
3 bds
4 ba
2,944 sqft
",Philadelphia,PA,,
696,"4403 40th Ave SW, Seattle, WA 98116
												","875,000","
3 bds
4 ba
2,310 sqft
",Seattle,WA,,
697,"656 Scenic Dr, Irving, TX 75039
												","875,000","
5 bds
5 ba
4,253 sqft
",Irving,TX,,
698,"5080 Plaza Corona, Santa Clara, CA 95054
												","875,000","
3 bds
2 ba
1,240 sqft
",Santa Clara,CA,,
699,"23939 NE Greens Crossing Rd, Redmond, WA
													98053","875,000","
2 bds
2 ba
1,960 sqft
",Redmond,WA,,
700,"A2 Plan, Coolidge Place","869,495","2 bds2 ba1,590 sqft",Los Angeles,CA,,
701,"53 Pelican Ln, Redwood City, CA 94065
												","867,500","
2 bds
1 ba
1,003 sqft
",Redwood City,CA,,
702,"6660 Cabaret St, San Diego, CA 92120
												","859,900","
4 bds
2 ba
1,890 sqft
",San Diego,CA,,
703,"2373 Broadway APT 1401, New York, NY 10024","850,000",1 bd1 ba721 sqft,New York,NY,,
704,"2018 Menahan St #3384-0023, Ridgewood, NY 11385","850,000","5 bds2 ba3,888 sqft",New York,NY,,
705,"1243 Quesada Ave, San Francisco, CA 94124","850,000","3 bds1 ba1,250 sqft",San Francisco,CA,,
706,"1425 Stanford St APT 3, Santa Monica, CA
													90404","850,000","
2 bds
3 ba
1,499 sqft
",Santa Monica,CA,,
707,"17226 NE 134th Pl, Redmond, WA 98052
												","849,950","
4 bds
3 ba
2,620 sqft
",Redmond,WA,,
